customer_id,national_id,full_name,gender,date_of_birth,age,nationality,city,marital_status,dependents,education_level,employment_status,employment_sector,job_title,monthly_salary,years_of_employment,salary_frequency,customer_since,preferred_language,customer_status
CUS001601,1179106194,Majed Al-Hamdan,Male,1992-06-24,32,Saudi,Tabuk,Married,2,Bachelor,Private,Private,IT Specialist,25797.0,5,Bi-Monthly,2020-07-06,Arabic,Active
CUS001602,1999364180,Khalid Al-Mutairi,Male,1991-04-07,34,Saudi,Mecca,Married,3,High School,Government,Government,Ministry Clerk,29111.0,7,Monthly,2018-01-19,Arabic,Active
CUS001603,1997190465,Turki Al-Mutairi,Male,1998-10-05,26,Saudi,Tabuk,Single,0,Bachelor,Retired,Retired,Retired Teacher,13009.0,6,Monthly,2011-12-14,Arabic,Active
CUS001604,1217979276,Yousef Al-Anzi,Male,2003-09-13,21,Saudi,Khobar,Single,0,Bachelor,Private,Private,Operations Manager,22697.0,1,Bi-Monthly,2015-07-25,Arabic,Active
CUS001605,1672318964,Bader Al-Balawi,Male,1982-10-25,42,Saudi,Mecca,Married,4,Bachelor,Private,Private,Sales Manager,20595.0,21,Monthly,2022-05-16,Arabic,Active
CUS001606,1133893916,Nawaf Al-Dawsari,Male,1970-07-30,54,Expat,Riyadh,Married,5,Bachelor,Government,Government,Engineer,21999.0,14,Monthly,2019-05-20,Arabic,Suspended
CUS001607,1846733886,Rayan Al-Bogami,Male,1993-11-09,31,Saudi,Jeddah,Married,4,Bachelor,Private,Private,Logistics Coordinator,26495.0,6,Monthly,2018-05-18,English,Active
CUS001608,1263745181,Maryam Al-Rashidi,Female,2001-08-05,23,Saudi,Riyadh,Married,1,Bachelor,Student,Student,College Student,808.0,0,Monthly,2007-03-31,Arabic,Inactive
CUS001609,1508300030,Osama Al-Dossari,Male,1963-05-23,62,Saudi,Riyadh,Married,3,PhD,Government,Government,Nurse,8851.0,11,Monthly,2011-11-02,Arabic,Active
CUS001610,1829113607,Ahmed Al-Malki,Male,1999-05-16,26,Saudi,Riyadh,Single,0,No Formal Education,Retired,Retired,Retired Engineer,12176.0,6,Monthly,2007-04-20,Arabic,Active
CUS001611,1508718147,Sanaa Al-Madani,Female,1998-10-12,26,Saudi,Khobar,Married,2,Bachelor,Government,Government,Ministry Clerk,32353.0,5,Monthly,2012-01-20,Arabic,Active
CUS001612,1777851546,Asma Al-Madani,Female,1984-11-04,40,Saudi,Riyadh,Married,4,PhD,Government,Government,Doctor,13497.0,13,Monthly,2019-09-06,Arabic,Inactive
CUS001613,1730458701,Bilal Al-Mutairi,Male,1983-10-08,41,Saudi,Jeddah,Married,3,PhD,Government,Government,Administrative Staff,12172.0,12,Monthly,2023-03-06,Arabic,Suspended
CUS001614,1972064462,Abdullah Al-Thubaiti,Male,2002-08-27,22,Saudi,Sakaka,Single,0,Diploma,Self-Employed,Self-Employed,Business Owner,10143.0,1,Monthly,2017-12-06,Arabic,Active
CUS001615,1230764124,Osama Al-Bishi,Male,1979-01-01,46,Saudi,Tabuk,Married,4,No Formal Education,Government,Government,Customs Officer,20489.0,8,Monthly,2009-03-04,Arabic,Active
CUS001616,1383006398,Ghada Al-Zahrani,Female,1973-10-12,51,Saudi,Khobar,Married,5,Diploma,Private,Private,HR Specialist,17003.0,15,Monthly,2022-03-17,Arabic,Active
CUS001617,1946093820,Asma Al-Johani,Female,1978-12-03,46,Expat,Riyadh,Widowed,3,High School,Government,Government,Army Officer,19239.0,12,Monthly,2016-03-30,Arabic,Active
CUS001618,1230482917,Sanaa Al-Sulami,Female,1972-10-16,52,Saudi,Medina,Married,5,No Formal Education,Government,Government,Customs Officer,33901.0,1,Monthly,2011-10-10,Arabic,Active
CUS001619,1748843691,Ibrahim Al-Thubaiti,Male,1995-02-17,30,Saudi,Mecca,Single,0,Diploma,Self-Employed,Self-Employed,Real Estate Developer,53733.0,8,Monthly,2008-02-10,Arabic,Active
CUS001620,1918441952,Sara Al-Bishi,Female,1981-06-19,43,Saudi,Medina,Married,3,Bachelor,Government,Government,Administrative Staff,20102.0,11,Monthly,2015-06-25,Arabic,Active
CUS001621,1366863912,Sultan Al-Hamdan,Male,1998-12-08,26,Saudi,Jeddah,Single,0,No Formal Education,Government,Government,Customs Officer,25663.0,1,Monthly,2013-07-11,Arabic,Active
CUS001622,1818908985,Abdulrahman Al-Rashidi,Male,1981-08-13,43,Saudi,Mecca,Married,1,High School,Government,Government,Customs Officer,10473.0,0,Monthly,2015-12-31,Arabic,Active
CUS001623,1716062777,Faisal Al-Asiri,Male,1976-09-25,48,Expat,Sakaka,Married,5,Diploma,Private,Private,Operations Manager,5502.0,16,Monthly,2023-06-05,Arabic,Active
CUS001624,1538907227,Abeer Al-Khaldi,Female,1975-02-14,50,Saudi,Jeddah,Married,1,Bachelor,Private,Private,Financial Analyst,18661.0,21,Monthly,2023-11-18,Arabic,Active
CUS001625,1106873145,Majed Al-Harbi,Male,1991-05-06,34,Saudi,Riyadh,Married,3,Bachelor,Government,Government,Customs Officer,8937.0,11,Weekly,2015-03-31,Arabic,Active
CUS001626,1511495212,Wafa Al-Maghamsi,Female,1968-05-10,57,Saudi,Jeddah,Married,4,Master,Government,Government,Army Officer,27552.0,10,Monthly,2011-03-29,Arabic,Active
CUS001627,1191557724,Abdullah Al-Balawi,Male,1972-12-23,52,Saudi,Mecca,Divorced,3,Master,Private,Private,Software Engineer,21439.0,20,Monthly,2007-04-20,Arabic,Active
CUS001628,1126314492,Nawaf Al-Thubaiti,Male,1970-12-08,54,Saudi,Riyadh,Married,1,High School,Government,Government,Teacher,29241.0,4,Monthly,2014-09-21,English,Active
CUS001629,1383139583,Bandar Al-Asiri,Male,1964-03-19,61,Saudi,Tabuk,Married,4,Bachelor,Retired,Retired,Retired Teacher,14941.0,28,Monthly,2012-07-16,English,Active
CUS001630,1587693627,Raed Al-Asmari,Male,1960-10-24,64,Expat,Jeddah,Married,2,Bachelor,Self-Employed,Self-Employed,Investor,29477.0,13,Bi-Monthly,2010-06-06,Arabic,Active
CUS001631,1940215209,Rana Al-Zahrani,Female,1983-02-08,42,Saudi,Jeddah,Married,5,Bachelor,Private,Private,Logistics Coordinator,6153.0,9,Monthly,2022-06-19,Arabic,Suspended
CUS001632,1946061462,Salman Al-Khaldi,Male,1973-09-13,51,Saudi,Medina,Married,2,Diploma,Government,Government,Doctor,,10,Monthly,2014-12-22,Arabic,Active
CUS001633,1199337098,Sanaa Al-Mutairi,Female,1997-09-08,27,Saudi,Khobar,Married,5,Diploma,Self-Employed,Self-Employed,Consultant,56330.0,5,Weekly,2011-04-13,Arabic,Active
CUS001634,1638331892,Nora Al-Bogami,Female,1963-07-24,61,Saudi,Sakaka,Single,0,Diploma,Retired,Retired,Retired Government,12104.0,15,Monthly,2014-02-26,Arabic,Active
CUS001635,1709736005,Najla Al-Hamdan,Female,1983-06-12,41,Saudi,Riyadh,Divorced,2,Master,Private,Private,Customer Service,7054.0,2,Monthly,2021-06-26,English,Active
CUS001636,1994762458,Bandar Al-Shammari,Male,1989-04-15,36,Saudi,Jeddah,Single,0,,Self-Employed,Self-Employed,Transport Owner,16985.0,15,Monthly,2013-05-31,English,Active
CUS001637,1899247412,Tariq Al-Sulami,Male,1985-01-18,40,Saudi,Riyadh,Married,1,High School,Self-Employed,Self-Employed,Investor,46840.0,11,Monthly,2022-02-14,Arabic,Active
CUS001638,1233294744,Ahmed Al-Asmari,Male,1961-11-09,63,Saudi,Buraidah,Married,3,Diploma,Private,Private,Financial Analyst,12284.0,1,Bi-Monthly,2014-11-20,Arabic,Active
CUS001639,1992085406,Arwa Al-Enezi,Female,1961-02-05,64,Saudi,Mecca,Married,1,Bachelor,Government,Government,Administrative Staff,7030.0,9,Monthly,2017-06-20,Arabic,Active
CUS001640,1209452620,Maha Al-Harbi,Female,1985-12-14,39,Saudi,Taif,Married,4,No Formal Education,Self-Employed,Self-Employed,Transport Owner,44899.0,18,Monthly,2012-09-15,Arabic,Active
CUS001641,1974651521,Waleed Al-Otaibi,Male,1973-02-24,52,Saudi,Sakaka,Married,2,No Formal Education,Government,Government,Doctor,11811.0,19,Monthly,2023-07-23,Arabic,Active
CUS001642,1722943270,Aisha Al-Ghamdi,Female,1990-03-04,35,Saudi,Mecca,Married,4,Bachelor,Self-Employed,Self-Employed,Investor,26435.0,15,Monthly,2014-05-27,Arabic,Active
CUS001643,1963543372,Muhannad Al-Zahrani,Male,2000-04-27,25,Saudi,Riyadh,Married,3,High School,Self-Employed,Self-Employed,Business Owner,5197.0,4,Monthly,2009-08-15,Arabic,Active
CUS001644,1958558299,Layla Al-Madani,Female,1994-02-16,31,Saudi,Jeddah,Married,1,High School,Retired,Retired,,4367.0,10,Monthly,2020-05-04,English,Active
CUS001645,1761036909,Saud Al-Dawsari,Male,1990-01-13,35,Saudi,Riyadh,Married,2,Bachelor,Private,Private,HR Specialist,17341.0,15,Monthly,2014-12-11,Arabic,Active
CUS001646,1234426677,Noura Al-Madani,Female,1975-10-21,49,Saudi,Taif,Married,1,No Formal Education,Government,Government,Government Employee,15838.0,4,Monthly,2007-04-11,Arabic,Active
CUS001647,1887737473,Ahmed Al-Asmari,Male,1960-03-03,65,Expat,Riyadh,Married,5,High School,Government,Government,Administrative Staff,12771.0,14,Monthly,2013-06-23,Arabic,Active
CUS001648,1438581307,Najla Al-Madani,Female,2000-07-22,24,Saudi,Medina,Single,0,Master,Self-Employed,Self-Employed,Restaurant Owner,12679.0,2,Monthly,2011-08-27,Arabic,Active
CUS001649,1506266415,Hala Al-Thubaiti,Female,1969-04-04,56,Saudi,Riyadh,Married,2,High School,Retired,Retired,Retired Government,11510.0,19,Monthly,2010-04-22,Arabic,Active
CUS001650,1806283231,Shatha Al-Bakri,Female,1982-02-03,43,Saudi,Riyadh,Married,2,Bachelor,Private,Private,Marketing Manager,17779.0,23,Monthly,2013-11-27,Arabic,Active
CUS001651,1826430880,Tariq Al-Balawi,Male,1989-11-03,35,Saudi,Riyadh,Married,3,Bachelor,Government,Government,Engineer,32855.0,8,Monthly,2006-07-12,Arabic,Active
CUS001652,1743437075,Waleed Al-Malki,Male,1961-02-08,64,Saudi,Mecca,Divorced,1,Bachelor,Student,Student,College Student,1053.0,0,Monthly,2019-08-25,Arabic,Active
CUS001653,1253560731,Ziad Al-Qurashi,Male,2001-08-28,23,Saudi,Riyadh,Single,0,Master,Student,Student,Vocational Student,1004.0,0,Monthly,2020-10-31,Arabic,Active
CUS001654,1426174634,Mazen Al-Asiri,Male,1972-12-02,52,Saudi,Medina,Divorced,0,Master,Private,Private,Sales Manager,14161.0,4,Monthly,2007-07-20,Arabic,Active
CUS001655,1879838395,Salman Al-Zahrani,Male,1994-11-27,30,Saudi,Dammam,Married,2,Diploma,Private,Private,,22851.0,2,Monthly,2007-02-13,Arabic,Active
CUS001656,1622055419,Dina Al-Harbi,Female,1964-12-02,60,Saudi,Al Ahsa,Married,2,Bachelor,Self-Employed,Self-Employed,Transport Owner,45359.0,0,Monthly,2014-01-30,Arabic,Active
CUS001657,1539382623,Osama Al-Harbi,Male,1967-02-10,58,Saudi,Hail,Married,5,Master,Self-Employed,Self-Employed,Trader,23093.0,13,Monthly,2023-01-22,Arabic,Active
CUS001658,1701508999,Talal Al-Bakri,Male,1983-05-25,42,Saudi,Mecca,Married,1,High School,Student,Student,University Student,2750.0,0,Monthly,2016-08-13,Arabic,Inactive
CUS001659,1692932647,Faisal Al-Zahrani,Male,1990-06-23,34,Saudi,Tabuk,Married,2,Bachelor,Government,Government,Army Officer,,1,Weekly,2013-04-12,Arabic,Active
CUS001660,1818419915,Sultan Al-Dossari,Male,1987-11-30,37,Saudi,Jeddah,Married,5,PhD,Private,Private,Accountant,15089.0,17,Monthly,2018-03-08,Arabic,Active
CUS001661,1934364675,Reem Al-Shehri,Female,1983-06-15,41,Saudi,Medina,Married,3,Master,Private,Private,IT Specialist,8592.0,11,Monthly,2023-03-10,English,Active
CUS001662,1327008758,Mansour Al-Thubaiti,Male,1990-03-15,35,Saudi,Jeddah,Widowed,2,Master,Retired,Retired,Retired Military,11062.0,15,Monthly,2013-05-02,Arabic,Active
CUS001663,1410811784,Sara Al-Rashidi,Female,1990-01-24,35,Saudi,Jeddah,Single,0,High School,Retired,Retired,Retired Engineer,9834.0,10,Monthly,2008-02-07,English,Active
CUS001664,1168065071,Muhannad Al-Bogami,Male,2004-05-14,21,Saudi,Dammam,Single,0,Master,Student,Student,College Student,249.0,0,Monthly,2011-12-21,Arabic,Active
CUS001665,1148604517,Dalal Al-Harbi,Female,1980-12-03,44,Saudi,Jeddah,Married,4,PhD,Private,Private,Logistics Coordinator,14481.0,13,Monthly,2006-08-04,Arabic,Active
CUS001666,1336700428,Haifa Al-Shehri,Female,1992-07-15,32,Saudi,Jeddah,Married,2,Bachelor,Retired,Retired,Retired Government,7153.0,12,Monthly,2016-02-01,Arabic,Active
CUS001667,1381141727,Mohammed Al-Ghamdi,Male,1994-10-07,30,Saudi,Jeddah,Married,4,Diploma,Private,Private,Sales Manager,13320.0,2,Monthly,2007-08-22,Arabic,Active
CUS001668,1184280107,Arwa Al-Sulami,Female,1962-12-13,62,Saudi,Buraidah,Married,4,Bachelor,Private,Private,IT Specialist,20354.0,19,Monthly,2014-08-26,Arabic,Active
CUS001669,1401618042,Mishaal Al-Shehri,Male,1962-11-19,62,Saudi,Riyadh,Divorced,1,Bachelor,Government,Government,Army Officer,23067.0,17,Monthly,2016-09-17,Arabic,Active
CUS001670,1200111799,Aisha Al-Enezi,Female,1973-07-28,51,Saudi,Jeddah,Married,3,Master,Self-Employed,Self-Employed,Transport Owner,47034.0,14,Monthly,2016-01-30,Arabic,Active
CUS001671,1312605333,Waleed Al-Dossari,Male,1993-12-27,31,Saudi,Buraidah,Married,1,Diploma,Student,Student,Vocational Student,1078.0,0,Monthly,2011-10-01,English,Active
CUS001672,1911339188,Reema Al-Anzi,Female,1988-07-15,36,Saudi,Riyadh,Divorced,2,Diploma,Government,Government,Customs Officer,9606.0,7,Monthly,2016-01-03,Arabic,Active
CUS001673,1174904797,Nora Al-Malki,Female,1995-09-10,29,Saudi,Yanbu,Divorced,3,Bachelor,Government,Government,Ministry Clerk,9676.0,8,Monthly,2017-04-14,English,Active
CUS001674,1653695027,Lina Al-Harbi,Female,1990-08-28,34,Saudi,Hail,Divorced,2,Bachelor,Self-Employed,Self-Employed,Freelancer,29951.0,6,Bi-Monthly,2008-09-04,Arabic,Active
CUS001675,1211287547,Hessa Al-Harbi,Female,1986-01-20,39,Saudi,Jeddah,Married,5,Bachelor,Private,Private,HR Specialist,4487.0,8,Bi-Monthly,2012-01-21,Arabic,Active
CUS001676,1219039671,Ibrahim Al-Ghamdi,Male,1974-01-07,51,Saudi,Medina,Married,4,Bachelor,Student,Student,College Student,642.0,0,Monthly,2014-02-15,Arabic,Active
CUS001677,1703832627,Tariq Al-Yami,Male,1995-11-07,29,Saudi,Jubail,Single,0,Bachelor,Government,Government,Ministry Clerk,23657.0,0,Monthly,2019-04-25,Arabic,Active
CUS001678,1780202658,Saad Al-Qahtani,Male,1969-03-23,56,Saudi,Mecca,Married,1,High School,Government,Government,Government Employee,19255.0,1,Monthly,2010-07-25,Arabic,Active
CUS001679,1211206026,Ibrahim Al-Madani,Male,1965-11-12,59,Saudi,Riyadh,Married,3,High School,Private,Private,Accountant,26974.0,12,Monthly,2011-02-14,Arabic,Active
CUS001680,1435061642,Hala Al-Abbasi,Female,1979-05-06,46,Expat,Taif,Married,1,Bachelor,Government,Government,Army Officer,25776.0,25,Monthly,2021-06-03,English,Inactive
CUS001681,1110423305,Saud Al-Dawsari,Male,1996-11-30,28,Saudi,Riyadh,Single,0,Diploma,Government,Government,Government Employee,18546.0,7,Monthly,2021-08-03,Arabic,Active
CUS001682,1467011417,Bushra Al-Asiri,Female,1980-08-27,44,Expat,Riyadh,Married,2,Master,Government,Government,Doctor,13299.0,4,Monthly,2009-07-30,Arabic,Active
CUS001683,1192260036,Najla Al-Maghamsi,Female,1997-02-20,28,Saudi,Buraidah,Single,0,Master,Government,Government,Administrative Staff,30496.0,4,Monthly,2008-11-20,Arabic,Active
CUS001684,1848835684,Reema Al-Bishi,Female,1985-06-07,39,Saudi,Riyadh,Married,5,Bachelor,Government,Government,Government Employee,34475.0,13,Monthly,2012-04-13,English,Inactive
CUS001685,1855776143,Bilal Al-Zahrani,Male,1974-09-27,50,Saudi,Khobar,Married,3,PhD,Student,Student,Vocational Student,2250.0,0,Monthly,2006-12-21,Arabic,Active
CUS001686,1348523855,Arwa Al-Qahtani,Female,1983-04-20,42,Expat,Jeddah,Divorced,2,High School,Government,Government,Doctor,24612.0,13,Monthly,2005-03-24,Arabic,Active
CUS001687,1268118311,Ghada Al-Bishi,Female,1995-06-12,29,Saudi,Khobar,Single,0,Diploma,Private,Private,Marketing Manager,27631.0,3,Weekly,2007-10-02,Arabic,Active
CUS001688,1438081409,Raed Al-Ghamdi,Male,1961-01-09,64,Saudi,Riyadh,Married,3,Diploma,Retired,Retired,Retired Teacher,12167.0,28,Monthly,2006-11-02,Arabic,Active
CUS001689,1783094030,Sara Al-Bishi,Female,2000-08-16,24,Saudi,Jeddah,Single,0,Master,Private,Private,Marketing Manager,15251.0,0,Monthly,2005-08-10,Arabic,Active
CUS001690,1224386743,Lina Al-Qurashi,Female,1968-01-30,57,Saudi,Jeddah,Married,5,Bachelor,Private,Private,Financial Analyst,15768.0,7,Monthly,2008-09-18,Arabic,Active
CUS001691,1577744540,Turki Al-Sayyid,Male,1996-06-25,28,Saudi,Riyadh,Married,5,Diploma,Self-Employed,Self-Employed,Consultant,42289.0,2,Monthly,2019-10-05,Arabic,Active
CUS001692,1730550994,Muhannad Al-Asiri,Male,2003-08-31,21,Saudi,Jeddah,Married,2,High School,Retired,Retired,Retired Military,14474.0,1,Monthly,2023-01-12,Arabic,Active
CUS001693,1817814092,Faisal Al-Shehri,Male,1977-03-21,48,Saudi,Jeddah,Married,5,Master,Retired,Retired,Retired Teacher,13190.0,18,Monthly,2017-06-27,Arabic,Active
CUS001694,1102390636,Saud Al-Bishi,Male,1998-11-29,26,Saudi,Khamis Mushait,Single,0,Bachelor,Private,Private,Operations Manager,20172.0,1,Monthly,2016-09-27,Arabic,Active
CUS001695,1432556882,Talal Al-Yami,Male,1968-12-01,56,Saudi,Mecca,Married,3,Bachelor,Retired,Retired,Retired Engineer,9184.0,11,Monthly,2009-07-22,Arabic,Active
CUS001696,1434813242,Nawaf Al-Makki,Male,1994-05-16,31,Saudi,Jeddah,Married,2,No Formal Education,Private,Private,Software Engineer,22473.0,3,Monthly,2020-07-23,Arabic,Active
CUS001697,1583651918,Hatim Al-Zahrani,Male,2000-04-12,25,Saudi,Mecca,Single,0,Master,Government,Government,Army Officer,31208.0,0,Weekly,2007-08-19,Arabic,Active
CUS001698,1141395313,Ghalib Al-Balawi,Male,1981-01-31,44,Saudi,Dhahran,Married,2,High School,Retired,Retired,Retired Government,7068.0,18,Monthly,2022-08-10,Arabic,Active
CUS001699,1639370644,Rana Al-Zahrani,Female,1986-12-12,38,Saudi,Medina,Married,3,Bachelor,Private,Private,Logistics Coordinator,5944.0,6,Monthly,2011-01-04,English,Inactive
CUS001700,1487790966,Saad Al-Ruwaili,Male,1984-12-17,40,Saudi,Dammam,Single,0,Bachelor,Retired,Retired,Retired Teacher,8265.0,19,Monthly,2017-10-27,Arabic,Active
CUS001701,1544604817,Dina Al-Johani,Female,1976-10-24,48,Saudi,Jeddah,Married,5,Master,Government,Government,Army Officer,30712.0,7,Monthly,2019-12-17,English,Active
CUS001702,1101464116,Yazeed Al-Abbasi,Male,1991-11-27,33,Saudi,Jeddah,Married,3,High School,Private,Private,Accountant,6285.0,3,Monthly,2022-05-05,Arabic,Active
CUS001703,1714743641,Mohammed Al-Qurashi,Male,2000-02-03,25,Saudi,Riyadh,Married,5,Bachelor,Student,Student,University Student,2757.0,0,Monthly,2006-07-08,Arabic,Active
CUS001704,1899766026,Majed Al-Mutairi,Male,1974-10-22,50,Expat,Dammam,Single,0,Bachelor,Government,Government,Customs Officer,18280.0,0,Monthly,2011-01-20,Arabic,Active
CUS001705,1395161407,Omar Al-Qahtani,Male,2004-04-03,21,Saudi,Jeddah,Single,0,No Formal Education,Student,Student,College Student,1323.0,0,Weekly,2006-09-20,Arabic,Active
CUS001706,1950816810,Omar Al-Maghamsi,Male,1982-06-06,42,Saudi,Khobar,Married,5,Master,Student,Student,College Student,670.0,0,Monthly,2006-03-13,Arabic,Active
CUS001707,1151288764,Wafa Al-Qahtani,Female,1986-09-06,38,Saudi,Riyadh,Married,5,Bachelor,Retired,Retired,,12673.0,11,Monthly,2006-11-26,Arabic,Active
CUS001708,1966157627,Mishaal Al-Ruwaili,Male,2000-02-13,25,Saudi,Jeddah,Married,5,Bachelor,Private,Private,Operations Manager,9396.0,0,Monthly,2007-01-06,Arabic,Active
CUS001709,1514885189,Sara Al-Shammari,Female,1974-01-30,51,Saudi,Jeddah,Married,1,Master,Private,Private,Financial Analyst,11484.0,3,Monthly,2021-08-19,Arabic,Active
CUS001710,1586657745,Fatima Al-Harbi,Female,1998-08-05,26,Expat,Riyadh,Married,4,Bachelor,Retired,Retired,Retired Military,4814.0,6,Monthly,2007-11-25,Arabic,Active
CUS001711,1207468128,Talal Al-Thubaiti,Male,1977-11-20,47,Saudi,Riyadh,Divorced,2,Master,Self-Employed,Self-Employed,Freelancer,55810.0,21,Monthly,2006-01-08,Arabic,Active
CUS001712,1417733288,Ghalib Al-Shehri,Male,1979-09-17,45,Saudi,Jeddah,Married,2,Master,Private,Private,Operations Manager,7243.0,0,Monthly,2023-02-03,Arabic,Active
CUS001713,1809294673,Lujain Al-Qurashi,Female,1976-02-13,49,Saudi,Mecca,Married,3,Master,Student,Student,College Student,1635.0,0,Monthly,2006-11-01,Arabic,Active
CUS001714,1977814232,Talal Al-Shammari,Male,1976-08-09,48,Saudi,Medina,Married,5,,Private,Private,Financial Analyst,12971.0,12,Monthly,2019-07-06,Arabic,Active
CUS001715,1640444929,Ziad Al-Dawsari,Male,1989-01-18,36,Expat,Jeddah,Married,3,Diploma,Student,Student,University Student,2984.0,0,Monthly,2015-03-03,Arabic,Active
CUS001716,1592601928,Wafa Al-Maghamsi,Female,1992-09-29,32,Saudi,Mecca,Single,0,Bachelor,Government,Government,Doctor,14569.0,5,Monthly,2023-03-21,Arabic,Active
CUS001717,1665397101,Nasser Al-Maghamsi,Male,1984-06-10,40,Saudi,Mecca,Married,2,Bachelor,Government,Government,Engineer,7670.0,8,Monthly,2011-11-08,Arabic,Active
CUS001718,1328363556,Hala Al-Sayyid,Female,1986-11-02,38,Saudi,Mecca,Married,2,Diploma,Private,Private,Software Engineer,25589.0,16,Monthly,2015-06-27,Arabic,Active
CUS001719,1174312560,Arwa Al-Asiri,Female,1970-08-16,54,Saudi,Riyadh,Married,5,Diploma,Private,Private,Sales Manager,12064.0,17,Monthly,2010-10-17,Arabic,Active
CUS001720,1123387118,Hamad Al-Mutairi,Male,1981-09-11,43,Saudi,Jeddah,Married,4,Bachelor,Self-Employed,Self-Employed,Business Owner,44102.0,10,Monthly,2020-09-15,Arabic,Suspended
CUS001721,1312528425,Ahmed Al-Johani,Male,1959-09-25,65,Saudi,Riyadh,Married,3,No Formal Education,Government,Government,Government Employee,11387.0,10,Monthly,2017-07-25,Arabic,Active
CUS001722,1212277389,Yousef Al-Enezi,Male,1978-05-23,47,Expat,Mecca,Married,1,Bachelor,Student,Student,Vocational Student,2470.0,0,Monthly,2007-02-03,English,Active
CUS001723,1382046333,Hani Al-Khaldi,Male,1987-12-11,37,Saudi,Khobar,Married,2,High School,Government,Government,Ministry Clerk,23220.0,16,Monthly,2012-01-11,Arabic,Active
CUS001724,1969005258,Abdulrahman Al-Enezi,Male,1983-06-15,41,Saudi,Mecca,Married,1,High School,Private,Private,IT Specialist,19007.0,15,Bi-Monthly,2020-05-26,English,Active
CUS001725,1966767456,Haifa Al-Enezi,Female,1964-08-21,60,Saudi,Riyadh,Married,5,Diploma,Government,Government,Ministry Clerk,30098.0,10,Monthly,2015-08-28,Arabic,Active
CUS001726,1479769006,Osama Al-Rashidi,Male,1973-08-23,51,Saudi,Riyadh,Single,0,PhD,Private,Private,Customer Service,13150.0,11,Monthly,2017-10-03,Arabic,Active
CUS001727,1919187126,Turki Al-Madani,Male,2001-11-03,23,Saudi,Riyadh,Single,0,No Formal Education,Government,Government,Engineer,16663.0,1,Monthly,2014-10-14,Arabic,Active
CUS001728,1518464564,Shahad Al-Zahrani,Female,1987-09-13,37,Saudi,Jeddah,Married,1,Bachelor,Government,Government,Doctor,28081.0,9,Monthly,2007-03-02,Arabic,Active
CUS001729,1391806811,Haifa Al-Malki,Female,1978-11-02,46,Saudi,Jeddah,Married,1,Bachelor,Self-Employed,Self-Employed,Freelancer,53760.0,11,Weekly,2018-03-11,Arabic,Active
CUS001730,1437909217,Shatha Al-Khaldi,Female,1982-04-01,43,Saudi,Riyadh,Married,5,Master,Government,Government,Doctor,16413.0,4,Monthly,2023-03-13,Arabic,Active
CUS001731,1608740226,Abdulaziz Al-Rashidi,Male,1998-10-16,26,Saudi,Khobar,Married,1,High School,Government,Government,Teacher,14446.0,4,Monthly,2011-02-24,Arabic,Active
CUS001732,1234371566,Noura Al-Thubaiti,Female,1976-10-19,48,Saudi,Jeddah,Divorced,3,Bachelor,Self-Employed,Self-Employed,Restaurant Owner,17935.0,12,Monthly,2007-11-27,Arabic,Active
CUS001733,1920951326,Mohammed Al-Ruwaili,Male,1996-07-30,28,Saudi,Dammam,Married,3,Bachelor,Government,Government,Administrative Staff,32418.0,1,Monthly,2009-03-27,Arabic,Active
CUS001734,1263709327,Mansour Al-Rashidi,Male,1960-04-08,65,Saudi,Medina,Widowed,3,Master,Private,Private,Software Engineer,27513.0,10,Monthly,2022-06-20,Arabic,Inactive
CUS001735,1591478089,Hatim Al-Bishi,Male,1996-09-27,28,Saudi,Medina,Married,2,Bachelor,Government,Government,Police Officer,11767.0,1,Monthly,2016-03-25,English,Active
CUS001736,1452318586,Lina Al-Dossari,Female,1986-05-21,39,Expat,Hail,Married,1,Bachelor,Government,Government,Police Officer,26436.0,8,Monthly,2006-04-08,Arabic,Active
CUS001737,1810164638,Abdullah Al-Makki,Male,1966-06-22,58,Expat,Riyadh,Married,1,PhD,Private,Private,IT Specialist,27010.0,6,Monthly,2009-03-05,English,Active
CUS001738,1607231902,Bilal Al-Rashidi,Male,1976-04-22,49,Saudi,Riyadh,Married,1,Bachelor,Government,Government,Nurse,17128.0,13,Monthly,2021-07-29,Arabic,Active
CUS001739,1743862317,Rayan Al-Sulami,Male,1982-05-26,43,Saudi,Dammam,Married,3,Master,Retired,Retired,,9653.0,19,Bi-Monthly,2006-07-09,Arabic,Active
CUS001740,1388614501,Saud Al-Zahrani,Male,1973-02-07,52,Saudi,Jeddah,Married,5,Bachelor,Retired,Retired,Retired Engineer,11480.0,24,Monthly,2008-11-16,Arabic,Inactive
CUS001741,1948856783,Asma Al-Makki,Female,1995-04-08,30,Saudi,Sakaka,Married,4,High School,Government,Government,Customs Officer,24213.0,4,Monthly,2010-10-11,Arabic,Active
CUS001742,1158682835,Hessa Al-Hamdan,Female,1977-09-23,47,Saudi,Riyadh,Married,2,High School,Student,Student,Vocational Student,1755.0,0,Bi-Monthly,2012-03-23,Arabic,Active
CUS001743,1588546027,Bushra Al-Asmari,Female,2004-01-04,21,Saudi,Riyadh,Single,0,PhD,Government,Government,Teacher,23347.0,1,Monthly,2023-01-10,Arabic,Active
CUS001744,1879154214,Hamad Al-Asiri,Male,1965-08-24,59,Saudi,Medina,Married,2,High School,Government,Government,Army Officer,29715.0,14,Monthly,2020-07-21,English,Active
